"","region_code","region_name","region_level","n_species","n_checklists"
"1414","US-UT-025","Kane","subnational2",264,1851
"1415","US-UT-029","Morgan","subnational2",264,4030
"1416","US-UT-045","Tooele","subnational2",262,3321
"1417","US-UT-037","San Juan","subnational2",259,3853
"1418","US-UT-055","Wayne","subnational2",255,1534
"1419","US-UT-033","Rich","subnational2",253,1587
"1420","US-UT-001","Beaver","subnational2",249,925
"1421","US-UT-015","Emery","subnational2",238,990
"1422","US-UT-039","Sanpete","subnational2",232,856
"1423","US-UT-041","Sevier","subnational2",231,795
"1424","US-UT-007","Carbon","subnational2",227,676
"1425","US-UT-009","Daggett","subnational2",216,590
"1426","US-UT-031","Piute","subnational2",215,449
"1427","US-KS-173","Sedgwick","subnational2",348,7037
"1428","US-KS-045","Douglas","subnational2",332,14077
"1429","US-KS-161","Riley","subnational2",324,10493
"1430","US-KS-091","Johnson","subnational2",321,27161
"1431","US-KS-129","Morton","subnational2",321,2835
"1432","US-KS-009","Barton","subnational2",318,4023
"1433","US-KS-155","Reno","subnational2",318,4228
"1434","US-KS-185","Stafford","subnational2",317,5195
"1435","US-KS-167","Russell","subnational2",304,2060
"1436","US-KS-149","Pottawatomie","subnational2",301,6215
"1437","US-KS-087","Jefferson","subnational2",299,2492
"1438","US-KS-177","Shawnee","subnational2",297,8644
"1439","US-KS-107","Linn","subnational2",293,2644
"1440","US-KS-139","Osage","subnational2",292,2274
"1441","US-KS-079","Harvey","subnational2",290,3380
"1442","US-KS-061","Geary","subnational2",289,1711
"1443","US-KS-133","Neosho","subnational2",289,3122
"1444","US-KS-031","Coffey","subnational2",279,1492
"1445","US-KS-053","Ellsworth","subnational2",273,1631
"1446","US-KS-121","Miami","subnational2",272,2357
"1447","US-KS-035","Cowley","subnational2",271,1000
"1448","US-KS-103","Leavenworth","subnational2",271,2925
"1449","US-KS-163","Rooks","subnational2",267,1431
"1450","US-KS-191","Sumner","subnational2",266,798
"1451","US-KS-015","Butler","subnational2",264,1482
"1452","US-KS-057","Ford","subnational2",264,1794
"1453","US-KS-095","Kingman","subnational2",260,509
"1454","US-KS-021","Cherokee","subnational2",257,1110
"1455","US-KS-209","Wyandotte","subnational2",257,2411
"1456","US-KS-055","Finney","subnational2",256,1484
"1457","US-KS-111","Lyon","subnational2",256,1398
"1458","US-KS-115","Marion","subnational2",255,1490
"1459","US-KS-005","Atchison","subnational2",253,1010
"1460","US-KS-013","Brown","subnational2",252,1438
"1461","US-KS-085","Jackson","subnational2",252,1143
"1462","US-KS-113","McPherson","subnational2",250,891
"1463","US-KS-025","Clark","subnational2",247,738
"1464","US-KS-197","Wabaunsee","subnational2",247,1339
"1465","US-KS-027","Clay","subnational2",246,625
"1466","US-KS-125","Montgomery","subnational2",246,598
"1467","US-KS-151","Pratt","subnational2",244,800
"1468","US-KS-169","Saline","subnational2",240,1834
"1469","US-KS-033","Comanche","subnational2",238,947
"1470","US-KS-099","Labette","subnational2",238,831
"1471","US-KS-011","Bourbon","subnational2",237,466
"1472","US-KS-123","Mitchell","subnational2",237,269
"1473","US-KS-207","Woodson","subnational2",236,403
"1474","US-KS-171","Scott","subnational2",235,653
"1475","US-KS-001","Allen","subnational2",234,520
"1476","US-KS-007","Barber","subnational2",234,590
"1477","US-KS-037","Crawford","subnational2",234,818
"1478","US-KS-017","Chase","subnational2",232,761
"1479","US-KS-097","Kiowa","subnational2",231,2581
"1480","US-KS-127","Morris","subnational2",231,509
"1481","US-KS-073","Greenwood","subnational2",228,388
"1482","US-KS-205","Wilson","subnational2",226,457
"1483","US-KS-083","Hodgeman","subnational2",222,654
"1484","US-KS-119","Meade","subnational2",222,379
"1485","US-KS-043","Doniphan","subnational2",221,259
"1486","US-KS-147","Phillips","subnational2",221,307
"1487","US-KS-041","Dickinson","subnational2",220,491
"1488","US-KS-141","Osborne","subnational2",220,216
"1489","US-KS-003","Anderson","subnational2",219,465
"1490","US-KS-089","Jewell","subnational2",219,238
"1491","US-KS-175","Seward","subnational2",219,362
"1492","US-KS-077","Harper","subnational2",218,477
"1493","US-KS-105","Lincoln","subnational2",217,335
"1494","US-KS-145","Pawnee","subnational2",217,750
"1495","US-KS-137","Norton","subnational2",216,249
"1496","US-KS-075","Hamilton","subnational2",214,334
"1497","US-KS-051","Ellis","subnational2",212,1525
"1498","US-KS-195","Trego","subnational2",211,412
"1499","US-KS-049","Elk","subnational2",208,228
"1500","US-KS-131","Nemaha","subnational2",208,176
"1501","US-KS-093","Kearny","subnational2",207,291
"1502","US-KS-143","Ottawa","subnational2",207,392
"1503","US-KS-159","Rice","subnational2",206,473
"1504","US-KS-019","Chautauqua","subnational2",202,277
"1505","US-KS-059","Franklin","subnational2",201,911
"1506","US-KS-023","Cheyenne","subnational2",200,482
"1507","US-KS-029","Cloud","subnational2",199,296
"1508","US-KS-067","Grant","subnational2",197,192
"1509","US-KS-201","Washington","subnational2",197,153
"1510","US-KS-181","Sherman","subnational2",195,339
"1511","US-KS-109","Logan","subnational2",194,440
"1512","US-KS-157","Republic","subnational2",192,230
"1513","US-KS-183","Smith","subnational2",191,206
"1514","US-KS-047","Edwards","subnational2",190,441
"1515","US-KS-187","Stanton","subnational2",190,349
"1516","US-KS-189","Stevens","subnational2",190,401
"1517","US-KS-081","Haskell","subnational2",186,280
"1518","US-KS-135","Ness","subnational2",182,298
"1519","US-KS-069","Gray","subnational2",181,492
"1520","US-KS-153","Rawlins","subnational2",180,154
"1521","US-KS-063","Gove","subnational2",178,400
"1522","US-KS-101","Lane","subnational2",177,267
"1523","US-KS-117","Marshall","subnational2",176,171
"1524","US-KS-165","Rush","subnational2",176,343
"1525","US-KS-065","Graham","subnational2",175,156
"1526","US-KS-203","Wichita","subnational2",175,222
"1527","US-KS-199","Wallace","subnational2",173,210
"1528","US-KS-179","Sheridan","subnational2",172,598
"1529","US-KS-071","Greeley","subnational2",169,196
"1530","US-KS-193","Thomas","subnational2",164,300
"1531","US-KS-039","Decatur","subnational2",161,152
"1532","US-WI-025","Dane","subnational2",347,87608
"1533","US-WI-079","Milwaukee","subnational2",344,61233
"1534","US-WI-071","Manitowoc","subnational2",326,22399
"1535","US-WI-089","Ozaukee","subnational2",326,25956
"1536","US-WI-101","Racine","subnational2",320,16230
"1537","US-WI-009","Brown","subnational2",318,17826
"1538","US-WI-117","Sheboygan","subnational2",318,10768
"1539","US-WI-007","Bayfield","subnational2",317,11153
"1540","US-WI-055","Jefferson","subnational2",314,12282
"1541","US-WI-031","Douglas","subnational2",313,24542
"1542","US-WI-027","Dodge","subnational2",308,15992
"1543","US-WI-021","Columbia","subnational2",305,12370
"1544","US-WI-105","Rock","subnational2",303,10085
"1545","US-WI-073","Marathon","subnational2",302,11439
"1546","US-WI-133","Waukesha","subnational2",301,21545
"1547","US-WI-003","Ashland","subnational2",300,8228
"1548","US-WI-097","Portage","subnational2",300,9273
"1549","US-WI-029","Door","subnational2",299,13881
"1550","US-WI-039","Fond du Lac","subnational2",297,8543
"1551","US-WI-063","La Crosse","subnational2",297,11254
"1552","US-WI-013","Burnett","subnational2",296,5573
"1553","US-WI-087","Outagamie","subnational2",296,9541
"1554","US-WI-111","Sauk","subnational2",296,13133
"1555","US-WI-139","Winnebago","subnational2",295,9790
"1556","US-WI-059","Kenosha","subnational2",293,5761
"1557","US-WI-127","Walworth","subnational2",286,6865
"1558","US-WI-043","Grant","subnational2",285,10348
"1559","US-WI-061","Kewaunee","subnational2",282,4273
"1560","US-WI-017","Chippewa","subnational2",281,7467
"1561","US-WI-033","Dunn","subnational2",280,4985
"1562","US-WI-049","Iowa","subnational2",279,10497
"1563","US-WI-109","St. Croix","subnational2",278,3663
"1564","US-WI-047","Green Lake","subnational2",275,4476
"1565","US-WI-001","Adams","subnational2",272,2428
"1566","US-WI-075","Marinette","subnational2",271,14660
"1567","US-WI-035","Eau Claire","subnational2",270,6730
"1568","US-WI-123","Vernon","subnational2",268,8146
"1569","US-WI-131","Washington","subnational2",268,6800
"1570","US-WI-121","Trempealeau","subnational2",267,3218
"1571","US-WI-065","Lafayette","subnational2",266,2176
"1572","US-WI-085","Oneida","subnational2",266,5740
"1573","US-WI-083","Oconto","subnational2",265,4024
"1574","US-WI-125","Vilas","subnational2",262,7217
"1575","US-WI-015","Calumet","subnational2",260,3345
"1576","US-WI-081","Monroe","subnational2",260,3763
"1577","US-WI-095","Polk","subnational2",258,10017
"1578","US-WI-057","Juneau","subnational2",257,3700
"1579","US-WI-077","Marquette","subnational2",256,1711
"1580","US-WI-011","Buffalo","subnational2",253,1574
"1581","US-WI-141","Wood","subnational2",251,2247
"1582","US-WI-023","Crawford","subnational2",250,3822
"1583","US-WI-093","Pierce","subnational2",246,1756
"1584","US-WI-037","Florence","subnational2",245,15781
"1585","US-WI-135","Waupaca","subnational2",245,2407
"1586","US-WI-103","Richland","subnational2",243,4223
"1587","US-WI-045","Green","subnational2",242,3123
"1588","US-WI-115","Shawano","subnational2",240,2263
"1589","US-WI-053","Jackson","subnational2",239,1685
"1590","US-WI-137","Waushara","subnational2",239,1968
"1591","US-WI-019","Clark","subnational2",237,2845
"1592","US-WI-113","Sawyer","subnational2",235,3500
"1593","US-WI-005","Barron","subnational2",234,2556
"1594","US-WI-129","Washburn","subnational2",234,2598
"1595","US-WI-051","Iron","subnational2",233,1830
"1596","US-WI-067","Langlade","subnational2",233,2394
"1597","US-WI-091","Pepin","subnational2",230,656
"1598","US-WI-069","Lincoln","subnational2",229,2302
"1599","US-WI-119","Taylor","subnational2",229,1224
"1600","US-WI-099","Price","subnational2",228,1832
"1601","US-WI-041","Forest","subnational2",222,5241
"1602","US-WI-107","Rusk","subnational2",216,1263
"1603","US-WI-078","Menominee","subnational2",181,421
"1604","US-MD-047","Worcester","subnational2",387,57158
"1605","US-MD-005","Baltimore","subnational2",352,68568
"1606","US-MD-003","Anne Arundel","subnational2",339,50831
"1607","US-MD-009","Calvert","subnational2",328,16037
"1608","US-MD-037","St. Mary's","subnational2",326,12778
"1609","US-MD-031","Montgomery","subnational2",324,74732
"1610","US-MD-033","Prince George's","subnational2",324,38099
"1611","US-MD-019","Dorchester","subnational2",318,19359
"1612","US-MD-041","Talbot","subnational2",318,26004
"1613","US-MD-025","Harford","subnational2",316,18691
"1614","US-MD-035","Queen Anne's","subnational2",313,18610
"1615","US-MD-029","Kent","subnational2",308,10496
"1616","US-MD-015","Cecil","subnational2",307,8965
"1617","US-MD-027","Howard","subnational2",304,54298
"1618","US-MD-039","Somerset","subnational2",301,7180
"1619","US-MD-045","Wicomico","subnational2",298,11030
"1620","US-MD-021","Frederick","subnational2",292,27278
"1621","US-MD-013","Carroll","subnational2",285,10517
"1622","US-MD-017","Charles","subnational2",281,3898
"1623","US-MD-011","Caroline","subnational2",277,8640
"1624","US-MD-001","Allegany","subnational2",275,10713
"1625","US-MD-043","Washington","subnational2",269,9858
"1626","US-MD-023","Garrett","subnational2",266,15986
"1627","US-OK-089","McCurtain","subnational2",320,3130
"1628","US-OK-143","Tulsa","subnational2",310,9008
"1629","US-OK-109","Oklahoma","subnational2",308,14827
"1630","US-OK-031","Comanche","subnational2",302,4661
"1631","US-OK-027","Cleveland","subnational2",301,8955
"1632","US-OK-025","Cimarron","subnational2",299,2895
"1633","US-OK-119","Payne","subnational2",283,10601
"1634","US-OK-113","Osage","subnational2",275,2857
"1635","US-OK-017","Canadian","subnational2",274,3447
"1636","US-OK-135","Sequoyah","subnational2",273,625
"1637","US-OK-003","Alfalfa","subnational2",272,1542
"1638","US-OK-069","Johnston","subnational2",272,778
"1639","US-OK-147","Washington","subnational2",272,1542
"1640","US-OK-141","Tillman","subnational2",262,1254
"1641","US-OK-139","Texas","subnational2",257,1411
"1642","US-OK-153","Woodward","subnational2",244,4161
"1643","US-OK-131","Rogers","subnational2",243,1339
"1644","US-OK-039","Custer","subnational2",239,2022
"1645","US-OK-145","Wagoner","subnational2",238,1897
"1646","US-OK-117","Pawnee","subnational2",237,433
"1647","US-OK-021","Cherokee","subnational2",233,1109
"1648","US-OK-011","Blaine","subnational2",230,321
"1649","US-OK-103","Noble","subnational2",228,698
"1650","US-OK-083","Logan","subnational2",225,1416
"1651","US-OK-013","Bryan","subnational2",224,476
"1652","US-OK-087","McClain","subnational2",224,677
"1653","US-OK-019","Carter","subnational2",223,915
"1654","US-OK-047","Garfield","subnational2",222,470
"1655","US-OK-101","Muskogee","subnational2",222,353
"1656","US-OK-071","Kay","subnational2",219,447
"1657","US-OK-065","Jackson","subnational2",217,624
"1658","US-OK-075","Kiowa","subnational2",217,351
"1659","US-OK-079","Le Flore","subnational2",217,1292
"1660","US-OK-007","Beaver","subnational2",216,527
"1661","US-OK-041","Delaware","subnational2",213,500
"1662","US-OK-015","Caddo","subnational2",211,692
"1663","US-OK-097","Mayes","subnational2",209,266
"1664","US-OK-121","Pittsburg","subnational2",209,1012
"1665","US-OK-037","Creek","subnational2",207,703
"1666","US-OK-051","Grady","subnational2",207,561
"1667","US-OK-129","Roger Mills","subnational2",205,253
"1668","US-OK-055","Greer","subnational2",203,292
"1669","US-OK-099","Murray","subnational2",201,370
"1670","US-OK-067","Jefferson","subnational2",199,202
"1671","US-OK-137","Stephens","subnational2",198,243
"1672","US-OK-095","Marshall","subnational2",197,207
"1673","US-OK-125","Pottawatomie","subnational2",197,641
"1674","US-OK-091","McIntosh","subnational2",196,237
"1675","US-OK-111","Okmulgee","subnational2",195,292
"1676","US-OK-001","Adair","subnational2",193,352
"1677","US-OK-149","Washita","subnational2",193,306
"1678","US-OK-033","Cotton","subnational2",192,646
"1679","US-OK-115","Ottawa","subnational2",192,272
"1680","US-OK-043","Dewey","subnational2",191,191
"1681","US-OK-105","Nowata","subnational2",191,85
"1682","US-OK-005","Atoka","subnational2",190,156
"1683","US-OK-085","Love","subnational2",190,235
"1684","US-OK-045","Ellis","subnational2",189,362
"1685","US-OK-073","Kingfisher","subnational2",188,235
"1686","US-OK-059","Harper","subnational2",186,468
"1687","US-OK-127","Pushmataha","subnational2",186,205
"1688","US-OK-057","Harmon","subnational2",184,251
"1689","US-OK-093","Major","subnational2",184,192
"1690","US-OK-081","Lincoln","subnational2",182,224
"1691","US-OK-009","Beckham","subnational2",181,392
"1692","US-OK-123","Pontotoc","subnational2",175,142
"1693","US-OK-023","Choctaw","subnational2",174,169
"1694","US-OK-049","Garvin","subnational2",173,445
"1695","US-OK-151","Woods","subnational2",173,298
"1696","US-OK-063","Hughes","subnational2",171,146
"1697","US-OK-053","Grant","subnational2",169,217
"1698","US-OK-133","Seminole","subnational2",165,179
"1699","US-OK-107","Okfuskee","subnational2",164,68
"1700","US-OK-077","Latimer","subnational2",163,170
"1701","US-OK-035","Craig","subnational2",160,150
"1702","US-OK-029","Coal","subnational2",151,51
"1703","US-OK-061","Haskell","subnational2",142,75
"1704","US-AL-003","Baldwin","subnational2",395,15186
"1705","US-AL-097","Mobile","subnational2",369,16122
"1706","US-AL-077","Lauderdale","subnational2",298,2713
"1707","US-AL-033","Colbert","subnational2",291,2594
"1708","US-AL-005","Barbour","subnational2",285,1607
"1709","US-AL-103","Morgan","subnational2",281,3000
"1710","US-AL-083","Limestone","subnational2",279,2645
"1711","US-AL-089","Madison","subnational2",263,13650
"1712","US-AL-101","Montgomery","subnational2",262,4937
"1713","US-AL-079","Lawrence","subnational2",261,1137
"1714","US-AL-081","Lee","subnational2",261,3992
"1715","US-AL-095","Marshall","subnational2",253,1490
"1716","US-AL-117","Shelby","subnational2",251,3785
"1717","US-AL-073","Jefferson","subnational2",250,6642
"1718","US-AL-051","Elmore","subnational2",227,2430
"1719","US-AL-065","Hale","subnational2",226,1696
"1720","US-AL-071","Jackson","subnational2",223,1082
